0,0.0009351835956884463,0,0,0,0,0.002118129377086221,0,0,0,0.0001449839319405992,0,0,0,0,0,0,0.00416837426166353,0,0,0,0,0,0.002450580360350735,0,0,0,0,0,1.27097600597705e-05,0,0.001362654964026953,0,1.060304389511437e-08,0,0,0,0,0,0,0,0.001356722408530665,0,0,0.02603541921480102,0,0,0,2.0489132790319e-07,0
0,0,0.001202578321896918,0,0.00057975439404106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001558042631860723,0.003139609914703251,0,0.0001238629341761211,0.002421360629565343,0,9.579787113633452e-09,0,0.0003141820710217102,0,0.001391567138934718,2.724399991215456e-05,0.001185476997574635,0,0.003392054293202297,5.598356984069938e-05,0.0001213837012597852,0.003107867742640179,0.004261002301096569,0,0,7.965313640894097e-09,0,0,0.008304489723047591,0,0,6.865879771697938e-05,0,0
3.716925377088895e-05,0,0.001047403204041423,0,0.0008691261413828333,0,0,0,0,0,0,0,0,0,0,0,0,7.088738353303466e-05,0,0,0,0.001521075847643164,0,0,0,0,0.001130817546492306,0,0,0,0,0,0,0,0.001098249172132744,0.0002539136077014421,0,0.001466083758942093,0,0,0,0,0.001400109777878129,0,0.0009246044605643251,0,0,0,0,0.001476464093720033
0.004755536764963166,0,0,0,0.003274268510433808,0.003031455563412866,0,2.769731158918165e-07,0,0,0,0,0,0,0.0001263408697624388,0,0,0,0,0.0005918750844991088,0.002790603830556094,0.00612315454255359,0,0,3.292146680077867e-07,0,0.002292195772983243,0,0,0,0,0,0,0.000199394880302051,0.00636949846078305,0.008123019141930714,0,2.150025056493465e-09,0.004736061451238421,0.001166687086355672,0.001463753143654254,0,0,0.0009296201164315124,0.05275993643520328,0,8.226846677883667e-05,0,0,6.774785179998898e-07
0.004261007921021045,7.211586598381388e-07,3.61629257441989e-09,0,0,0.0006748215035674968,0,0.001215943014901083,0,0.006200091941575925,0.0005433731010971374,0,0,0,0,0,0,0.0003435228957712409,0,6.871884618442939e-09,0.004817018665214655,0.0002512821326654867,0,0.001013036008224817,0.001634438847263508,0.002565308602578955,0.0007212243077230404,0.002167430422136428,0.0008751109873343497,0.002253303246679907,0.0001907894256176572,0,0,1.16135722088926e-05,0.0004827131266711333,0.000526692321967214,6.658767155312266e-09,0.0008448715448466635,0.0007536912335999991,0,0,0.002907071266732478,4.108155722958264e-05,0,3.627815188737889e-07,0,0.002101752228854888,4.445445410488096e-08,0,0.002083520143258852
0,0.0002662189616512345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05361716109778186,0,0,0.003451074785323749,0,0,0,0,0,0,0,0.0001092874497801178,0.002475387780061295,0,0,0.000587131334300612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.825416659320139e-05,0.000188580545471456,0,0.0001456516273160238,0.00049318184912638,0,0.00172484923910728,5.326147108334187e-05,4.678931209739706e-09,0,0,0,0,0,0,0,0,4.122073257600661e-05,0,0,0,0,0,0.0007358374156018902,0,0.0004293150939603064,0.002865820993315992,0,0,0.001055036984276504,0,0.0009464832931125981,0,0,0,0,4.540864578966473e-09,0.00028488496215298,0,0,0,0.001146665184054704,0,0.0003347554075374144,0,6.487654162616149e-07,0.0009217788646457675,0,0
0,0,0,0,0,0,0.01102038387037338,0.0002820960524006689,0,0,0,0.0008028446506105323,0,0.01849550805763664,0.0002034258944516222,0,0.01598459145478057,0.0008940893054719733,1.623674650949037e-09,0,0,0,1.389035004579912e-05,0,0.002320228618776158,0.002276439233237919,0,0.003133664954752096,0,0,0.0005575373072482646,0.001204328046729793,0,0,0,1.313250589592583e-05,0,2.620132438688608e-06,0.0001214761773656263,0.0008225077689053231,0,0.001875238390111456,0.001103252436143143,0,0,0.1376066493861605,0,0,0.004885128089300249,0
0.000211370405754143,0,0,0.0003908766655306092,0,0,0,0,0,0,0,0,0,0,5.232110531524063e-05,0,0,0,0,0,0,0,0,0,0,6.354354441215831e-09,0,0,0,0,0.0009447642297336361,0,0.00121973903353377,0,0,0,0,0,0.001399445249437612,0,0,0.001018465812929151,0,0,0,0,0,0.001272800759023046,0,0
0.0009303858451428601,0,0,0,0,0.003265376335508522,0,0,0,0,0,0,0,0,0.000430917082813224,0,0,0,0,0.00599095256375847,0.001774203080834943,0,0,0,0,0,0,0,0,0.002636469861759852,0.001254036552705713,0,0,0,0,0,1.970341105126496e-08,0,0,0,0.0001679655323689157,0,0,1.630619620172339e-09,0.05016811365339137,0.0007638794025089376,0,0,0.0007911775118733614,0.0002063689650982039
